Alumni_ID,First_Name,Last_Name,SLU_Email,Personal_Email,Degree,Major,Graduation_Year,Visa_Phase,City,State,Country,Current_Employer_ID,Current_Role,Current_Technologies,Employment_Type,Salary_USD,Job_Portal_Source,LinkedIn_URL,Zip_Code
108,Kendra,Wilson,kendra.wilson105@slu.edu,kendra.wilson297@outlook.com,BA,Cybersecurity,2024,OPT,Los Angeles,CA,USA,793,QA Engineer,"GCP, Node.js, C++",Intern,114319,Referral,https://www.linkedin.com/in/kendrawilson945,23019
109,Adam,Moon,adam.moon903@slu.edu,adam.moon454@outlook.com,MS,Marketing,2024,OPT,Redmond,WA,USA,468,ML Engineer,"C++, Kubernetes, JavaScript",Full-Time,96912,Campus Career Fair,https://www.linkedin.com/in/adammoon525,50479
110,Lauren,Mcdowell,lauren.mcdowell718@slu.edu,lauren.mcdowell692@outlook.com,MS,Information Systems,2023,OPT,Cary,NC,USA,69,DevOps Engineer,"AWS, Hadoop",Full-Time,86317,Glassdoor,https://www.linkedin.com/in/laurenmcdowell249,53084
111,Shawn,Pena,shawn.pena790@slu.edu,shawn.pena584@outlook.com,BA,Marketing,2023,STEM-OPT,Ann Arbor,MI,USA,168,Business Analyst,GCP,Part-Time,107575,Handshake,https://www.linkedin.com/in/shawnpena436,04404
112,Eric,Santana,eric.santana75@slu.edu,eric.santana821@outlook.com,BS,Information Systems,2025,CPT,Seattle,WA,USA,500,DevOps Engineer,"Node.js, AWS",Full-Time,104653,Referral,https://www.linkedin.com/in/ericsantana541,64507
113,Cynthia,Pittman,cynthia.pittman547@slu.edu,cynthia.pittman127@gmail.com,MS,Data Science,2015,Full-Time,Alpharetta,GA,USA,222,Data Analyst,"Java, Python, Tableau",Contract,77136,Campus Career Fair,https://www.linkedin.com/in/cynthiapittman547,90263
114,Cassandra,Oliver,cassandra.oliver701@slu.edu,cassandra.oliver87@gmail.com,MS,Information Systems,2025,CPT,Tempe,AZ,USA,805,QA Engineer,Hadoop,Part-Time,90342,Indeed,https://www.linkedin.com/in/cassandraoliver714,31400
115,Shirley,Mcguire,shirley.mcguire542@slu.edu,shirley.mcguire313@yahoo.com,MS,Computer Science,2015,Full-Time,Cleveland,OH,USA,58,QA Engineer,"Azure, Docker, .NET",Part-Time,101272,Company Site,https://www.linkedin.com/in/shirleymcguire943,64358
116,Charles,Brown,charles.brown527@slu.edu,charles.brown42@gmail.com,BS,Software Engineering,2020,Full-Time,Ann Arbor,MI,USA,545,DevOps Engineer,"AWS, C++, Power BI",Part-Time,80179,Campus Career Fair,https://www.linkedin.com/in/charlesbrown708,58579
117,Wayne,Fox,wayne.fox683@slu.edu,wayne.fox222@outlook.com,BS,Business Analytics,2017,Full-Time,Cleveland,OH,USA,518,Security Analyst,".NET, AWS, Hadoop",Intern,72275,Company Site,https://www.linkedin.com/in/waynefox378,27713
118,Amanda,Jimenez,amanda.jimenez199@slu.edu,amanda.jimenez752@yahoo.com,BS,Finance,2015,Full-Time,Philadelphia,PA,USA,728,Product Manager,"Python, Spark, GCP",Intern,137714,Glassdoor,https://www.linkedin.com/in/amandajimenez405,50397
119,Kevin,Zavala,kevin.zavala581@slu.edu,kevin.zavala303@outlook.com,PhD,Computer Science,2015,Full-Time,Peoria,IL,USA,959,Salesforce Developer,"C++, Power BI, Docker",Intern,95007,Company Site,https://www.linkedin.com/in/kevinzavala655,21628
120,Eric,Gonzalez,eric.gonzalez401@slu.edu,eric.gonzalez132@yahoo.com,BA,Electrical Engineering,2015,Full-Time,Clayton,MO,USA,135,QA Engineer,"JavaScript, Snowflake, Docker",Full-Time,89042,Company Site,https://www.linkedin.com/in/ericgonzalez115,25851
121,Kelly,Thomas,kelly.thomas365@slu.edu,kelly.thomas218@outlook.com,MS,Information Systems,2025,CPT,Columbia,MO,USA,767,Security Analyst,Kubernetes,Contract,94269,Glassdoor,https://www.linkedin.com/in/kellythomas613,67643
122,Joseph,Torres,joseph.torres638@slu.edu,joseph.torres516@yahoo.com,BS,Data Science,2022,STEM-OPT,Cincinnati,OH,USA,360,SDET,"Spark, SQL, Java",Intern,88917,LinkedIn,https://www.linkedin.com/in/josephtorres232,36856
123,Penny,Singleton,penny.singleton534@slu.edu,penny.singleton533@gmail.com,MS,Information Systems,2017,Full-Time,Ann Arbor,MI,USA,167,DevOps Engineer,"Power BI, .NET",Part-Time,108842,Glassdoor,https://www.linkedin.com/in/pennysingleton563,88830
124,Adam,Suarez,adam.suarez749@slu.edu,adam.suarez349@outlook.com,PhD,Software Engineering,2021,Full-Time,Bellevue,WA,USA,337,ML Engineer,"GCP, Docker",Full-Time,114243,Referral,https://www.linkedin.com/in/adamsuarez261,32348
125,Meagan,Smith,meagan.smith347@slu.edu,meagan.smith789@outlook.com,MBA,Biostatistics,2024,CPT,Peoria,IL,USA,22,Software Engineer,"JavaScript, .NET",Contract,122734,Campus Career Fair,https://www.linkedin.com/in/meagansmith859,06379
126,Carrie,Summers,carrie.summers170@slu.edu,carrie.summers878@gmail.com,BS,Marketing,2024,CPT,Dallas,TX,USA,608,QA Engineer,React,Contract,117859,Campus Career Fair,https://www.linkedin.com/in/carriesummers297,09126
127,Michael,Molina,michael.molina707@slu.edu,michael.molina392@gmail.com,PhD,Information Systems,2021,Full-Time,Somerville,MA,USA,27,Product Manager,"React, Snowflake, Python",Part-Time,122526,Company Site,https://www.linkedin.com/in/michaelmolina268,40344
128,Carl,Lee,carl.lee374@slu.edu,carl.lee191@yahoo.com,MBA,Finance,2017,Full-Time,Fort Collins,CO,USA,726,Data Analyst,Power BI,Part-Time,105419,Campus Career Fair,https://www.linkedin.com/in/carllee173,16496
129,Eric,Jones,eric.jones883@slu.edu,eric.jones718@outlook.com,BS,Cybersecurity,2025,CPT,Harrisburg,PA,USA,259,Data Analyst,Node.js,Part-Time,72913,Indeed,https://www.linkedin.com/in/ericjones862,81144
130,Jessica,Lindsey,jessica.lindsey253@slu.edu,jessica.lindsey486@outlook.com,BS,Finance,2023,STEM-OPT,New York,NY,USA,757,QA Engineer,Azure,Contract,98819,Company Site,https://www.linkedin.com/in/jessicalindsey774,82169
131,Joshua,Leonard,joshua.leonard753@slu.edu,joshua.leonard760@outlook.com,MBA,Software Engineering,2022,OPT,Savannah,GA,USA,950,Salesforce Developer,"Azure, SQL",Part-Time,120625,Company Site,https://www.linkedin.com/in/joshualeonard470,66054
132,Jason,Boyd,jason.boyd975@slu.edu,jason.boyd7@outlook.com,BA,Electrical Engineering,2025,CPT,Clayton,MO,USA,302,Data Analyst,R,Intern,73905,Handshake,https://www.linkedin.com/in/jasonboyd647,44314
133,Andrea,Cannon,andrea.cannon96@slu.edu,andrea.cannon442@gmail.com,BS,Marketing,2022,STEM-OPT,Philadelphia,PA,USA,240,Security Analyst,"C++, Docker, JavaScript",Contract,82828,Campus Career Fair,https://www.linkedin.com/in/andreacannon740,20546
134,Veronica,Anderson,veronica.anderson845@slu.edu,veronica.anderson606@yahoo.com,MS,Marketing,2022,OPT,Fort Collins,CO,USA,676,DevOps Engineer,"Spark, Python, GCP",Contract,86532,Company Site,https://www.linkedin.com/in/veronicaanderson276,00845
135,Megan,Johnson,megan.johnson877@slu.edu,megan.johnson510@outlook.com,MS,Business Analytics,2021,Full-Time,Springfield,IL,USA,466,SDET,JavaScript,Intern,73539,Company Site,https://www.linkedin.com/in/meganjohnson271,36780
136,Douglas,Gutierrez,douglas.gutierrez932@slu.edu,douglas.gutierrez159@outlook.com,MS,Information Systems,2017,Full-Time,Ann Arbor,MI,USA,900,ML Engineer,"JavaScript, Hadoop",Contract,98007,Indeed,https://www.linkedin.com/in/douglasgutierrez667,03596
137,Michael,Morton,michael.morton677@slu.edu,michael.morton170@yahoo.com,BA,Business Analytics,2020,Full-Time,Phoenix,AZ,USA,283,Salesforce Developer,"Java, Kubernetes",Full-Time,71159,Glassdoor,https://www.linkedin.com/in/michaelmorton122,36386
138,Amber,Herrera,amber.herrera383@slu.edu,amber.herrera886@outlook.com,MBA,Business Analytics,2015,Full-Time,Cambridge,MA,USA,219,ML Engineer,"SQL, Kubernetes, Azure",Full-Time,98394,Handshake,https://www.linkedin.com/in/amberherrera610,43933
139,Savannah,Johnston,savannah.johnston582@slu.edu,savannah.johnston653@outlook.com,BA,Biostatistics,2017,Full-Time,Somerville,MA,USA,479,SDET,"Spark, Azure, JavaScript",Intern,54653,Referral,https://www.linkedin.com/in/savannahjohnston832,37191
140,William,Jackson,william.jackson515@slu.edu,william.jackson771@yahoo.com,MBA,Finance,2018,Full-Time,San Antonio,TX,USA,547,Salesforce Developer,"Hadoop, Node.js, JavaScript",Part-Time,148654,Company Site,https://www.linkedin.com/in/williamjackson797,79306
141,Danielle,Terry,danielle.terry50@slu.edu,danielle.terry792@yahoo.com,PhD,Cybersecurity,2022,STEM-OPT,Buffalo,NY,USA,414,Software Engineer,"Spark, JavaScript, Tableau",Part-Time,49339,Indeed,https://www.linkedin.com/in/danielleterry812,71435
142,Travis,Drake,travis.drake696@slu.edu,travis.drake960@outlook.com,MS,Finance,2015,Full-Time,Tampa,FL,USA,58,Business Analyst,"Azure, Tableau, React",Contract,122481,Glassdoor,https://www.linkedin.com/in/travisdrake533,95893
143,Samuel,Phillips,samuel.phillips21@slu.edu,samuel.phillips939@gmail.com,MBA,Software Engineering,2020,Full-Time,Columbus,OH,USA,946,Software Engineer,Power BI,Part-Time,95168,Handshake,https://www.linkedin.com/in/samuelphillips489,21598
144,Brent,Wright,brent.wright230@slu.edu,brent.wright678@outlook.com,MBA,Software Engineering,2017,Full-Time,Tacoma,WA,USA,370,Software Engineer,Spark,Contract,116138,Handshake,https://www.linkedin.com/in/brentwright554,10048
145,Lori,Myers,lori.myers169@slu.edu,lori.myers677@yahoo.com,PhD,Electrical Engineering,2017,Full-Time,Worcester,MA,USA,939,Software Engineer,GCP,Part-Time,95342,Referral,https://www.linkedin.com/in/lorimyers734,86874
146,Troy,Burton,troy.burton261@slu.edu,troy.burton329@gmail.com,BA,Software Engineering,2025,CPT,San Jose,CA,USA,941,SDET,"Hadoop, Tableau",Contract,86747,Company Site,https://www.linkedin.com/in/troyburton781,41512
147,Sherry,Mata,sherry.mata266@slu.edu,sherry.mata50@gmail.com,PhD,Finance,2024,CPT,Buffalo,NY,USA,46,DevOps Engineer,Java,Intern,76100,Company Site,https://www.linkedin.com/in/sherrymata776,21910
148,Amy,Buck,amy.buck688@slu.edu,amy.buck593@outlook.com,MBA,Data Science,2015,Full-Time,Columbus,OH,USA,388,Product Manager,"Java, R",Part-Time,118244,Glassdoor,https://www.linkedin.com/in/amybuck161,96060
149,Michael,King,michael.king324@slu.edu,michael.king187@outlook.com,PhD,Biostatistics,2022,STEM-OPT,Columbia,MO,USA,765,QA Engineer,".NET, GCP",Full-Time,133089,Campus Career Fair,https://www.linkedin.com/in/michaelking143,70728
150,Jennifer,Briggs,jennifer.briggs700@slu.edu,jennifer.briggs610@outlook.com,BS,Data Science,2018,Full-Time,St. Louis,MO,USA,153,Software Engineer,Python,Intern,108219,Campus Career Fair,https://www.linkedin.com/in/jenniferbriggs914,14544
151,John,Patterson,john.patterson549@slu.edu,john.patterson313@yahoo.com,BA,Software Engineering,2022,OPT,Harrisburg,PA,USA,633,ML Engineer,"C++, GCP, Snowflake",Part-Time,91609,LinkedIn,https://www.linkedin.com/in/johnpatterson401,41976
152,Christina,Knight,christina.knight756@slu.edu,christina.knight896@gmail.com,BS,Information Systems,2025,CPT,Savannah,GA,USA,209,Security Analyst,"Spark, JavaScript, Python",Part-Time,97191,Company Site,https://www.linkedin.com/in/christinaknight608,30515
153,Richard,Allen,richard.allen400@slu.edu,richard.allen785@gmail.com,BA,Electrical Engineering,2023,STEM-OPT,St. Louis,MO,USA,686,SDET,"R, SQL",Contract,77542,LinkedIn,https://www.linkedin.com/in/richardallen538,45485
154,Jeremy,Weber,jeremy.weber816@slu.edu,jeremy.weber287@outlook.com,MBA,Business Analytics,2022,STEM-OPT,Cary,NC,USA,733,Product Manager,Hadoop,Full-Time,119699,Referral,https://www.linkedin.com/in/jeremyweber856,75308
155,Ethan,Hamilton,ethan.hamilton334@slu.edu,ethan.hamilton610@gmail.com,BS,Business Analytics,2020,Full-Time,Plano,TX,USA,327,ML Engineer,"R, GCP, .NET",Contract,112325,Handshake,https://www.linkedin.com/in/ethanhamilton309,67783
156,Bryan,Ruiz,bryan.ruiz536@slu.edu,bryan.ruiz247@yahoo.com,PhD,Finance,2024,OPT,Colorado Springs,CO,USA,77,SDET,"JavaScript, Spark",Part-Time,92239,Glassdoor,https://www.linkedin.com/in/bryanruiz613,79778
157,Christine,Buck,christine.buck460@slu.edu,christine.buck673@outlook.com,BS,Cybersecurity,2023,STEM-OPT,Alpharetta,GA,USA,986,Security Analyst,"Docker, Tableau, .NET",Intern,92831,LinkedIn,https://www.linkedin.com/in/christinebuck185,83024
158,Brenda,Dudley,brenda.dudley582@slu.edu,brenda.dudley136@yahoo.com,BS,Finance,2020,Full-Time,Durham,NC,USA,718,Data Engineer,"React, Tableau",Intern,100629,Glassdoor,https://www.linkedin.com/in/brendadudley127,91982
159,Gregg,Lyons,gregg.lyons461@slu.edu,gregg.lyons571@outlook.com,BS,Marketing,2018,Full-Time,Austin,TX,USA,781,QA Engineer,Python,Full-Time,95667,Referral,https://www.linkedin.com/in/gregglyons751,41220
160,Rebecca,Torres,rebecca.torres214@slu.edu,rebecca.torres413@outlook.com,MBA,Finance,2017,Full-Time,Columbus,OH,USA,10,Data Analyst,"React, GCP",Intern,98209,Glassdoor,https://www.linkedin.com/in/rebeccatorres855,21445
161,Curtis,Graham,curtis.graham516@slu.edu,curtis.graham295@gmail.com,BS,Information Systems,2022,STEM-OPT,Cincinnati,OH,USA,627,Data Engineer,Kubernetes,Intern,115288,Campus Career Fair,https://www.linkedin.com/in/curtisgraham861,17315
162,Timothy,Rivera,timothy.rivera280@slu.edu,timothy.rivera663@outlook.com,BS,Cybersecurity,2023,STEM-OPT,Ann Arbor,MI,USA,935,Business Analyst,Python,Full-Time,94531,LinkedIn,https://www.linkedin.com/in/timothyrivera415,77108
163,Shawn,Harris,shawn.harris812@slu.edu,shawn.harris561@outlook.com,BS,Information Systems,2015,Full-Time,Fort Collins,CO,USA,503,SDET,"Spark, Hadoop, Docker",Part-Time,113591,Indeed,https://www.linkedin.com/in/shawnharris260,86683
164,Maureen,Henry,maureen.henry286@slu.edu,maureen.henry894@yahoo.com,BA,Computer Science,2015,Full-Time,Tampa,FL,USA,733,QA Engineer,"Snowflake, SQL",Intern,101867,Company Site,https://www.linkedin.com/in/maureenhenry972,56974
165,Julie,Buckley,julie.buckley772@slu.edu,julie.buckley861@outlook.com,BA,Biostatistics,2017,Full-Time,Tempe,AZ,USA,21,DevOps Engineer,React,Full-Time,119134,Glassdoor,https://www.linkedin.com/in/juliebuckley318,02702
166,Lindsey,Dunn,lindsey.dunn271@slu.edu,lindsey.dunn420@outlook.com,BA,Business Analytics,2017,Full-Time,Phoenix,AZ,USA,224,ML Engineer,SQL,Part-Time,104432,Indeed,https://www.linkedin.com/in/lindseydunn270,54165
167,Manuel,Duran,manuel.duran212@slu.edu,manuel.duran5@outlook.com,BS,Marketing,2019,Full-Time,Grand Rapids,MI,USA,992,DevOps Engineer,"Power BI, Spark",Part-Time,135307,Campus Career Fair,https://www.linkedin.com/in/manuelduran910,22114
168,Bonnie,Gonzalez,bonnie.gonzalez186@slu.edu,bonnie.gonzalez130@yahoo.com,BS,Computer Science,2019,Full-Time,Dallas,TX,USA,890,Data Engineer,"Spark, Azure",Contract,84751,Referral,https://www.linkedin.com/in/bonniegonzalez561,23118
169,Tami,Tyler,tami.tyler207@slu.edu,tami.tyler784@outlook.com,BA,Marketing,2017,Full-Time,Cambridge,MA,USA,735,Product Manager,R,Intern,63934,Handshake,https://www.linkedin.com/in/tamityler832,50286
170,David,Tate,david.tate807@slu.edu,david.tate429@gmail.com,BA,Marketing,2023,STEM-OPT,Albany,NY,USA,40,Software Engineer,"Spark, Python, Azure",Part-Time,113543,Indeed,https://www.linkedin.com/in/davidtate241,91731
171,Shawn,Morris,shawn.morris365@slu.edu,shawn.morris135@gmail.com,BS,Business Analytics,2020,Full-Time,Savannah,GA,USA,637,Business Analyst,"Java, Power BI",Part-Time,80800,Referral,https://www.linkedin.com/in/shawnmorris513,37350
172,Patrick,White,patrick.white649@slu.edu,patrick.white581@outlook.com,MBA,Marketing,2023,STEM-OPT,Harrisburg,PA,USA,913,Security Analyst,"Power BI, SQL, GCP",Full-Time,106772,Company Site,https://www.linkedin.com/in/patrickwhite934,42490
173,Paul,Compton,paul.compton621@slu.edu,paul.compton681@gmail.com,MBA,Software Engineering,2015,Full-Time,Boston,MA,USA,478,Data Engineer,"R, Azure",Full-Time,120268,Campus Career Fair,https://www.linkedin.com/in/paulcompton828,65020
174,Michael,Harris,michael.harris725@slu.edu,michael.harris171@yahoo.com,MBA,Marketing,2019,Full-Time,Phoenix,AZ,USA,470,Security Analyst,"Node.js, Azure, Spark",Contract,123657,Company Site,https://www.linkedin.com/in/michaelharris975,93638
175,Laurie,Byrd,laurie.byrd553@slu.edu,laurie.byrd90@yahoo.com,BA,Marketing,2017,Full-Time,Boulder,CO,USA,852,Data Engineer,Node.js,Intern,100582,Campus Career Fair,https://www.linkedin.com/in/lauriebyrd676,20680
176,Andrew,Griffin,andrew.griffin124@slu.edu,andrew.griffin884@yahoo.com,MBA,Marketing,2024,OPT,Tucson,AZ,USA,730,Salesforce Developer,"JavaScript, Docker",Full-Time,100743,Referral,https://www.linkedin.com/in/andrewgriffin685,04382
177,Daniel,Baker,daniel.baker329@slu.edu,daniel.baker150@outlook.com,PhD,Cybersecurity,2024,CPT,Tucson,AZ,USA,67,Data Analyst,JavaScript,Contract,89451,Company Site,https://www.linkedin.com/in/danielbaker607,82636
178,Robert,Beasley,robert.beasley675@slu.edu,robert.beasley844@gmail.com,PhD,Biostatistics,2025,CPT,Pittsburgh,PA,USA,566,Business Analyst,JavaScript,Contract,76831,Handshake,https://www.linkedin.com/in/robertbeasley463,22561
179,Michael,Shelton,michael.shelton364@slu.edu,michael.shelton948@outlook.com,BA,Software Engineering,2018,Full-Time,Detroit,MI,USA,566,Data Analyst,"React, SQL, Kubernetes",Intern,108276,LinkedIn,https://www.linkedin.com/in/michaelshelton272,21649
180,Anthony,Bullock,anthony.bullock628@slu.edu,anthony.bullock173@gmail.com,PhD,Information Systems,2015,Full-Time,Scottsdale,AZ,USA,982,Software Engineer,SQL,Part-Time,103810,Company Site,https://www.linkedin.com/in/anthonybullock538,34849
181,Nathaniel,Barnett,nathaniel.barnett372@slu.edu,nathaniel.barnett216@gmail.com,MBA,Business Analytics,2021,Full-Time,Pittsburgh,PA,USA,209,Business Analyst,Hadoop,Contract,157483,Company Site,https://www.linkedin.com/in/nathanielbarnett923,79712
182,Nicolas,Alvarado,nicolas.alvarado305@slu.edu,nicolas.alvarado81@gmail.com,BS,Data Science,2020,Full-Time,San Antonio,TX,USA,764,Data Engineer,"C++, .NET",Full-Time,119250,Referral,https://www.linkedin.com/in/nicolasalvarado401,11365
183,Lawrence,Mercer,lawrence.mercer531@slu.edu,lawrence.mercer822@gmail.com,PhD,Business Analytics,2017,Full-Time,Durham,NC,USA,784,Data Engineer,"Hadoop, R, Spark",Contract,114216,Referral,https://www.linkedin.com/in/lawrencemercer885,33373
184,Edward,Robinson,edward.robinson797@slu.edu,edward.robinson887@gmail.com,BA,Computer Science,2018,Full-Time,Jacksonville,FL,USA,975,Product Manager,"Java, R, Docker",Intern,128930,LinkedIn,https://www.linkedin.com/in/edwardrobinson286,11858
185,Ashley,Campos,ashley.campos222@slu.edu,ashley.campos636@gmail.com,PhD,Biostatistics,2023,OPT,Atlanta,GA,USA,711,ML Engineer,Hadoop,Full-Time,129176,LinkedIn,https://www.linkedin.com/in/ashleycampos660,62005
186,Craig,Butler,craig.butler378@slu.edu,craig.butler260@yahoo.com,PhD,Biostatistics,2018,Full-Time,Redmond,WA,USA,858,Security Analyst,"R, Kubernetes, GCP",Part-Time,98695,Handshake,https://www.linkedin.com/in/craigbutler840,68491
187,Michele,Kent,michele.kent242@slu.edu,michele.kent677@outlook.com,BA,Information Systems,2024,OPT,Seattle,WA,USA,523,ML Engineer,".NET, Python, Snowflake",Intern,102528,Handshake,https://www.linkedin.com/in/michelekent272,23721
188,Tiffany,Richardson,tiffany.richardson409@slu.edu,tiffany.richardson407@yahoo.com,MBA,Business Analytics,2018,Full-Time,Fort Collins,CO,USA,6,ML Engineer,Spark,Part-Time,80861,LinkedIn,https://www.linkedin.com/in/tiffanyrichardson501,52080
189,Raymond,Curtis,raymond.curtis257@slu.edu,raymond.curtis551@yahoo.com,BS,Cybersecurity,2017,Full-Time,San Diego,CA,USA,133,DevOps Engineer,"Power BI, .NET",Contract,110814,Indeed,https://www.linkedin.com/in/raymondcurtis402,70637
190,Alexandra,Steele,alexandra.steele331@slu.edu,alexandra.steele243@outlook.com,MBA,Business Analytics,2016,Full-Time,Columbus,OH,USA,676,Product Manager,"Tableau, C++, AWS",Intern,148866,Referral,https://www.linkedin.com/in/alexandrasteele674,98363
191,John,Johnson,john.johnson959@slu.edu,john.johnson580@yahoo.com,MS,Data Science,2025,CPT,Philadelphia,PA,USA,299,Data Analyst,Kubernetes,Contract,119634,Glassdoor,https://www.linkedin.com/in/johnjohnson686,12134
192,Kristen,Lang,kristen.lang783@slu.edu,kristen.lang629@outlook.com,MBA,Information Systems,2025,CPT,Colorado Springs,CO,USA,724,Data Analyst,Node.js,Contract,45000,Indeed,https://www.linkedin.com/in/kristenlang408,53273
193,Bruce,Wells,bruce.wells768@slu.edu,bruce.wells960@yahoo.com,MBA,Biostatistics,2024,OPT,Seattle,WA,USA,750,Product Manager,AWS,Intern,122860,Company Site,https://www.linkedin.com/in/brucewells837,47523
194,Robert,Gonzalez,robert.gonzalez955@slu.edu,robert.gonzalez667@outlook.com,MBA,Software Engineering,2020,Full-Time,Charlotte,NC,USA,265,Security Analyst,R,Full-Time,135957,Indeed,https://www.linkedin.com/in/robertgonzalez310,57175
